Titre;Identifiant unique;Date de sortie;Plateformes;Genres;Mode de jeu;Développeur;Éditeur;Franchise;Note Moyenne;Popularité
Avoo;https://www.grouvee.com/games/99355-avoo/;Mar 13, 2024;PC;;;;;;(0 average Grouvee user rating);
Corbid A Colorful Adventure;https://www.grouvee.com/games/101762-corbid-a-colorful-adventure/;Mar 13, 2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5;;;;;;(0 average Grouvee user rating);
Uootoy 3671;https://www.grouvee.com/games/99620-uootoy-3671/;Mar 13, 2024;PC;;;;;;(0 average Grouvee user rating);
revere;https://www.grouvee.com/games/99002-revere/;Mar 13, 2024;PC;;;;;;(0 average Grouvee user rating);
Road to Exotics!;https://www.grouvee.com/games/100438-road-to-exotics/;Mar 14, 2024;PC;;;;;;(0 average Grouvee user rating);
Zofia;https://www.grouvee.com/games/99354-zofia/;Mar 14, 2024;PC;;;;;;(0 average Grouvee user rating);
Bloody Hallowfest;https://www.grouvee.com/games/99458-bloody-hallowfest/;Mar 15, 2024;PC;;;;;;(0 average Grouvee user rating);
PJ Masks Power Heroes: Mighty Alliance;https://www.grouvee.com/games/101515-pj-masks-power-heroes-mighty-alliance/;Mar 15, 2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(0 average Grouvee user rating);
FourPoint:prologue;https://www.grouvee.com/games/102758-fourpointprologue/;Mar 19, 2024;PC;;;;;;(0 average Grouvee user rating);
Slice & Dice;https://www.grouvee.com/games/102199-slice-dice/;Mar 20, 2024;PC;;;;;;(0 average Grouvee user rating);
Ex Astris;https://www.grouvee.com/games/99594-ex-astris/;Mar 21, 2024;Android, iPhone;;;;;;(0 average Grouvee user rating);
Reverse Collapse: Code Name Bakery;https://www.grouvee.com/games/77791-reverse-collapse-code-name-bakery/;Mar 21, 2024;Android, Nintendo Switch, PC, iPhone;;;;;;(0 average Grouvee user rating);
Thunder Helix;https://www.grouvee.com/games/100591-thunder-helix/;Mar 21, 2024;PC;;;;;;(0 average Grouvee user rating);
4D Golf;https://www.grouvee.com/games/96625-4d-golf/;Mar 22, 2024;Linux, Mac, PC;;;;;;(0 average Grouvee user rating);
Momo and the Mine;https://www.grouvee.com/games/101061-momo-and-the-mine/;Mar 22, 2024;PC;;;;;;(0 average Grouvee user rating);
Froggo's Adventure: Verdant Venture;https://www.grouvee.com/games/101338-froggos-adventure-verdant-venture/;Mar 23, 2024;PC;;;;;;(0 average Grouvee user rating);
Town of Sins;https://www.grouvee.com/games/100384-town-of-sins/;Mar 25, 2024;PC;;;;;;(0 average Grouvee user rating);
Animal Kart Racer 2;https://www.grouvee.com/games/101387-animal-kart-racer-2/;Mar 26, 2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5;;;;;;(0 average Grouvee user rating);
Boomeroad;https://www.grouvee.com/games/99588-boomeroad/;Mar 26, 2024;PC;;;;;;(0 average Grouvee user rating);
Bulwark: Falconeer Chronicles;https://www.grouvee.com/games/96976-bulwark-falconeer-chronicles/;Mar 26, 2024;PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(0 average Grouvee user rating);
Nottolot;https://www.grouvee.com/games/99586-nottolot/;Mar 26, 2024;PC;;;;;;(0 average Grouvee user rating);
Outpost: Infinity Siege;https://www.grouvee.com/games/99566-outpost-infinity-siege/;Mar 26, 2024;PC;;;;;;(0 average Grouvee user rating);
AutoForge;https://www.grouvee.com/games/99570-autoforge/;Mar 27, 2024;PC;;;;;;(0 average Grouvee user rating);
Fancyland;https://www.grouvee.com/games/100908-fancyland/;Mar 27, 2024;PC;;;;;;(0 average Grouvee user rating);
Necrosmith 2;https://www.grouvee.com/games/99564-necrosmith-2/;Mar 27, 2024;PC;;;;;;(0 average Grouvee user rating);
Neoproxima;https://www.grouvee.com/games/99780-neoproxima/;Mar 27, 2024;PC;;;;;;(0 average Grouvee user rating);
CD 2: Trap Master;https://www.grouvee.com/games/99659-cd-2-trap-master/;Mar 28, 2024;PC;;;;;;(0 average Grouvee user rating);
Claw Machine Sim;https://www.grouvee.com/games/101670-claw-machine-sim/;Mar 28, 2024;PC;;;;;;(0 average Grouvee user rating);
Doll Impostor;https://www.grouvee.com/games/102051-doll-impostor/;Mar 28, 2024;PC;;;;;;(0 average Grouvee user rating);
Hunchback's Dungeon;https://www.grouvee.com/games/102663-hunchbacks-dungeon/;Mar 28, 2024;PC;;;;;;(0 average Grouvee user rating);
Missile Dancer 2;https://www.grouvee.com/games/99264-missile-dancer-2/;Mar 28, 2024;Nintendo Switch;;;;;;(0 average Grouvee user rating);
Muv-Luv / Muv-Luv Alternative Remastered Double Pack;https://www.grouvee.com/games/100836-muv-luv-muv-luv-alternative-remastered-double-pack/;Mar 28, 2024;Nintendo Switch;;;;;;(0 average Grouvee user rating);
Radirgy 2;https://www.grouvee.com/games/94369-radirgy-2/;Mar 28, 2024;Nintendo Switch, PlayStation 4, PlayStation 5;;;;;;(0 average Grouvee user rating);
Starseed: Asnia Trigger;https://www.grouvee.com/games/101905-starseed-asnia-trigger/;Mar 28, 2024;Android, PC, iPad, iPhone;;;;;;(0 average Grouvee user rating);
We Are Not Alone;https://www.grouvee.com/games/100709-we-are-not-alone/;Mar 28, 2024;Linux, Mac, PC;;;;;;(0 average Grouvee user rating);
Winning Post 10 2024;https://www.grouvee.com/games/98405-winning-post-10-2024/;Mar 28, 2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5;;;;;;(0 average Grouvee user rating);
A Divine Guide To Puzzle Solving;https://www.grouvee.com/games/101120-a-divine-guide-to-puzzle-solving/;Mar 29, 2024;PC;;;;;;(0 average Grouvee user rating);
Anidu: Animal Dust Puppet’s Adventure;https://www.grouvee.com/games/99545-anidu-animal-dust-puppets-adventure/;Mar 29, 2024;PC;;;;;;(0 average Grouvee user rating);
Anomaly Exit;https://www.grouvee.com/games/102182-anomaly-exit/;Mar 31, 2024;PC;;;;;;(0 average Grouvee user rating);
Nope Challenge;https://www.grouvee.com/games/101182-nope-challenge/;Mar 31, 2024;Meta Quest;;;;;;(0 average Grouvee user rating);
Centum;https://www.grouvee.com/games/99751-centum/;Apr 2024;PC, Xbox Series X|S;;;;;;(0 average Grouvee user rating);
NBA Superstars;https://www.grouvee.com/games/99934-nba-superstars/;Apr 2024;Arcade;;;;;;(0 average Grouvee user rating);
The Gecko Gods;https://www.grouvee.com/games/88296-the-gecko-gods/;Apr 2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5;;;;;;(0 average Grouvee user rating);
The Phantom;https://www.grouvee.com/games/95763-the-phantom/;Q2 2024;Nintendo Switch, PC, PlayStation 5, Xbox Series X|S;;;;;;(0 average Grouvee user rating);
Unsheltered;https://www.grouvee.com/games/96757-unsheltered/;Apr 2024;PC;;;;;;(0 average Grouvee user rating);
Alone or Together;https://www.grouvee.com/games/99699-alone-or-together/;Apr 2, 2024;PC;;;;;;(0 average Grouvee user rating);
Criminal Archives Murder in the Pages Collectors Edition;https://www.grouvee.com/games/101795-criminal-archives-murder-in-the-pages-collectors-edition/;Apr 2, 2024;PC;;;;;;(0 average Grouvee user rating);
Saviorless;https://www.grouvee.com/games/100307-saviorless/;Apr 2, 2024;Linux, Mac, PC;;;;;;(0 average Grouvee user rating);
The Genesis Order;https://www.grouvee.com/games/102562-the-genesis-order/;Apr 2, 2024;Linux, Mac, PC;;;;;;(0 average Grouvee user rating);
Anonymous Hacker Simulator;https://www.grouvee.com/games/101442-anonymous-hacker-simulator/;Apr 3, 2024;PC;;;;;;(0 average Grouvee user rating);
Nudel Tag;https://www.grouvee.com/games/99596-nudel-tag/;Apr 4, 2024;Linux, Mac, Nintendo Switch, PC;;;;;;(0 average Grouvee user rating);
PuzzMix;https://www.grouvee.com/games/100982-puzzmix/;Apr 5, 2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S;;;;;;(0 average Grouvee user rating);
Withering Rooms;https://www.grouvee.com/games/101498-withering-rooms/;Apr 5, 2024;PC;;;;;;(0 average Grouvee user rating);
Political Punchers: 2024 Arena;https://www.grouvee.com/games/100975-political-punchers-2024-arena/;Apr 8, 2024;Mac, PC;;;;;;(0 average Grouvee user rating);
Final Factory;https://www.grouvee.com/games/99636-final-factory/;Apr 9, 2024;PC;;;;;;(0 average Grouvee user rating);
Sketchy's Contract;https://www.grouvee.com/games/99903-sketchys-contract/;Apr 9, 2024;PC;;;;;;(0 average Grouvee user rating);
Tetra Tactics;https://www.grouvee.com/games/102405-tetra-tactics/;Apr 9, 2024;Mac, PC;;;;;;(0 average Grouvee user rating);
Anomaly Loop;https://www.grouvee.com/games/101427-anomaly-loop/;Apr 10, 2024;PC;;;;;;(0 average Grouvee user rating);
Underspace;https://www.grouvee.com/games/102492-underspace/;Apr 10, 2024;PC;;;;;;(0 average Grouvee user rating);
Yet Another Fantasy Title (YAFT);https://www.grouvee.com/games/100760-yet-another-fantasy-title-yaft/;Apr 10, 2024;;;;;;;(0 average Grouvee user rating);
Yet Another Fantasy Title (YAFT);https://www.grouvee.com/games/100759-yet-another-fantasy-title-yaft/;Apr 10, 2024;;;;;;;(0 average Grouvee user rating);
Altair Gou no Satsujin;https://www.grouvee.com/games/99595-altair-gou-no-satsujin/;Apr 11, 2024;Android, Nintendo Switch, PlayStation 4, PlayStation 5, iPhone;;;;;;(0 average Grouvee user rating);
Bomber Drone;https://www.grouvee.com/games/100532-bomber-drone/;Apr 11, 2024;Meta Quest;;;;;;(0 average Grouvee user rating);
Case Files: Behind Closed Doors;https://www.grouvee.com/games/101605-case-files-behind-closed-doors/;Apr 11, 2024;PC, PlayStation 4;;;;;;(0 average Grouvee user rating);
Cat Gets Medieval;https://www.grouvee.com/games/99700-cat-gets-medieval/;Apr 11, 2024;PC;;;;;;(0 average Grouvee user rating);
Self Defense Dojo;https://www.grouvee.com/games/102443-self-defense-dojo/;Apr 11, 2024;PC;;;;;;(0 average Grouvee user rating);
Sophia the Traveler;https://www.grouvee.com/games/99351-sophia-the-traveler/;Apr 11, 2024;Nintendo Switch, PC;;;;;;(0 average Grouvee user rating);
Persona 5: The Phantom X;https://www.grouvee.com/games/98871-persona-5-the-phantom-x/;Apr 12, 2024;Android, PC, iPhone;;;;;;(0 average Grouvee user rating);
one hell of a maid;https://www.grouvee.com/games/101366-one-hell-of-a-maid/;Apr 15, 2024;PC;;;;;;(0 average Grouvee user rating);
BIG SHOTS;https://www.grouvee.com/games/100530-big-shots/;Apr 18, 2024;Meta Quest, PC, PlayStation 5;;;;;;(0 average Grouvee user rating);
Sunsoft is Back! Retro Game Selection;https://www.grouvee.com/games/99603-sunsoft-is-back-retro-game-selection/;Apr 18, 2024;Nintendo Switch, PC, PlayStation 5, Xbox Series X|S;;;;;;(0 average Grouvee user rating);
ColorBlend FX: Desaturation;https://www.grouvee.com/games/80976-colorblend-fx-desaturation/;Apr 19, 2024;PC;;;;;;(0 average Grouvee user rating);
Black Cotton: Wuneng;https://www.grouvee.com/games/101479-black-cotton-wuneng/;Apr 20, 2024;PC;;;;;;(0 average Grouvee user rating);
Destination Paradise;https://www.grouvee.com/games/102382-destination-paradise/;Apr 20, 2024;Mac, PC, PlayStation 5;;;;;;(0 average Grouvee user rating);
Forest Keeper;https://www.grouvee.com/games/102723-forest-keeper/;Apr 22, 2024;PC;;;;;;(0 average Grouvee user rating);
Jawbreaker;https://www.grouvee.com/games/102643-jawbreaker/;Apr 23, 2024;PC;;;;;;(0 average Grouvee user rating);
Dr. Robotnik's Ring Racers;https://www.grouvee.com/games/102609-dr-robotniks-ring-racers/;Apr 24, 2024;Linux, Mac, PC;;;;;;(0 average Grouvee user rating);
Oddsparks: An Automation Adventure;https://www.grouvee.com/games/101696-oddsparks-an-automation-adventure/;Apr 24, 2024;PC;;;;;;(0 average Grouvee user rating);
Puss in Boots: Purrfect Adventures;https://www.grouvee.com/games/101477-puss-in-boots-purrfect-adventures/;Apr 24, 2024;Nintendo Switch;;;;;;(0 average Grouvee user rating);
Robotnik's Ring Racers;https://www.grouvee.com/games/99847-robotniks-ring-racers/;Apr 24, 2024;PC;;;;;;(0 average Grouvee user rating);
Combat Collection Pack;https://www.grouvee.com/games/99639-combat-collection-pack/;Apr 25, 2024;;;;;;;(0 average Grouvee user rating);
Megaton Musashi W: Wired;https://www.grouvee.com/games/99896-megaton-musashi-w-wired/;Apr 25, 2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5;;;;;;(0 average Grouvee user rating);
Wanko to Asobou! Mezase Dog Trainer!;https://www.grouvee.com/games/99372-wanko-to-asobou-mezase-dog-trainer/;Apr 25, 2024;Nintendo Switch;;;;;;(0 average Grouvee user rating);
Class of Heroes 1 & 2 Complete Edition;https://www.grouvee.com/games/99922-class-of-heroes-1-2-complete-edition/;Apr 26, 2024;Nintendo Switch, PC, PlayStation 5;;;;;;(0 average Grouvee user rating);
Pools;https://www.grouvee.com/games/99749-pools/;Apr 26, 2024;PC;;;;;;(0 average Grouvee user rating);
Rusty's Retirement;https://www.grouvee.com/games/102186-rustys-retirement/;Apr 26, 2024;PC;;;;;;(0 average Grouvee user rating);
Rusty's Retirement;https://www.grouvee.com/games/102230-rustys-retirement/;Apr 26, 2024;PC;;;;;;(0 average Grouvee user rating);
Rusty's Retirement;https://www.grouvee.com/games/102517-rustys-retirement/;Apr 26, 2024;PC;;;;;;(0 average Grouvee user rating);
Super Dragon Punch Force 3;https://www.grouvee.com/games/99784-super-dragon-punch-force-3/;Apr 26, 2024;Android, Mac, PC, iPad, iPhone;;;;;;(0 average Grouvee user rating);
Densha De D: Burning Stage;https://www.grouvee.com/games/99747-densha-de-d-burning-stage/;2024;PC;;;;;;(0 average Grouvee user rating);
Hidden Object Chronicles Poisoned Truth Collectors Edition;https://www.grouvee.com/games/102953-hidden-object-chronicles-poisoned-truth-collectors-edition/;Apr 27, 2024;PC;;;;;;(0 average Grouvee user rating);
Hidden Object Secrets The Whitefield Murder Collectors Edition;https://www.grouvee.com/games/102965-hidden-object-secrets-the-whitefield-murder-collectors-edition/;Apr 27, 2024;Mac, PC;;;;;;(0 average Grouvee user rating);
Infinite Chef;https://www.grouvee.com/games/99884-infinite-chef/;Apr 27, 2024;Browser;;;;;;(0 average Grouvee user rating);
Aqatillion;https://www.grouvee.com/games/63196-aqatillion/;Apr 30, 2024;PC;;;;;;(0 average Grouvee user rating);
LIRR Commuter: New York–Long Beach, Hempstead & Hicksville;https://www.grouvee.com/games/102029-lirr-commuter-new-yorklong-beach-hempstead-hicksville/;2024;PC;;;;;;(0 average Grouvee user rating);
Piko Collection 4;https://www.grouvee.com/games/99103-piko-collection-4/;Apr 30, 2024;Evercade;;;;;;(0 average Grouvee user rating);
Sunsoft Collection 2;https://www.grouvee.com/games/99102-sunsoft-collection-2/;Apr 30, 2024;Evercade;;;;;;(0 average Grouvee user rating);
Bobble Wobble;https://www.grouvee.com/games/100531-bobble-wobble/;May 1, 2024;Meta Quest;;;;;;(0 average Grouvee user rating);
Sift Heads Cartels;https://www.grouvee.com/games/101176-sift-heads-cartels/;May 2, 2024;PC;;;;;;(0 average Grouvee user rating);
The Political Machine 2024;https://www.grouvee.com/games/102102-the-political-machine-2024/;May 2, 2024;Mac, PC;;;;;;(0 average Grouvee user rating);
Dudelings: Arcade Sportsball;https://www.grouvee.com/games/100014-dudelings-arcade-sportsball/;May 6, 2024;PC;;;;;;(0 average Grouvee user rating);
Lesson Learned: Cult of the Elizabeth;https://www.grouvee.com/games/99911-lesson-learned-cult-of-the-elizabeth/;May 6, 2024;PC;;;;;;(0 average Grouvee user rating);
Fay's Factory;https://www.grouvee.com/games/99760-fays-factory/;May 8, 2024;PC;;;;;;(0 average Grouvee user rating);
Pixel Paint Together;https://www.grouvee.com/games/101461-pixel-paint-together/;May 8, 2024;PC;;;;;;(0 average Grouvee user rating);
Robot Trivia Funtime;https://www.grouvee.com/games/99973-robot-trivia-funtime/;May 9, 2024;Linux, PC;;;;;;(0 average Grouvee user rating);
Farlands Journey;https://www.grouvee.com/games/101063-farlands-journey/;May 10, 2024;Nintendo Switch, PC, PlayStation 4, Xbox One, Xbox Series X|S;;;;;;(0 average Grouvee user rating);
Retrowave World;https://www.grouvee.com/games/102752-retrowave-world/;May 10, 2024;PC;;;;;;(0 average Grouvee user rating);
Anno 1800 - Steampunk Pack;https://www.grouvee.com/games/100004-anno-1800-steampunk-pack/;2024;PC;;;;;;(0 average Grouvee user rating);
Robobeat;https://www.grouvee.com/games/96949-robobeat/;May 14, 2024;PC;;;;;;(0 average Grouvee user rating);
Baladins;https://www.grouvee.com/games/98968-baladins/;May 15, 2024;PC;;;;;;(0 average Grouvee user rating);
Deep Beyond;https://www.grouvee.com/games/100302-deep-beyond/;May 15, 2024;PC;;;;;;(0 average Grouvee user rating);
Cozy Caravan;https://www.grouvee.com/games/102212-cozy-caravan/;May 16, 2024;PC;;;;;;(0 average Grouvee user rating);
Hexahedra;https://www.grouvee.com/games/102940-hexahedra/;May 16, 2024;Linux, PC;;;;;;(0 average Grouvee user rating);
Masters of Light;https://www.grouvee.com/games/102006-masters-of-light/;May 16, 2024;Meta Quest, PC, PlayStation 5;;;;;;(0 average Grouvee user rating);
Ultimate Swing Golf;https://www.grouvee.com/games/99605-ultimate-swing-golf/;May 16, 2024;Meta Quest;;;;;;(0 average Grouvee user rating);
Archaeogem;https://www.grouvee.com/games/101443-archaeogem/;May 17, 2024;PC;;;;;;(0 average Grouvee user rating);
Hidden Through Time 2 Discovery;https://www.grouvee.com/games/102942-hidden-through-time-2-discovery/;May 17, 2024;Android, Mac, Nintendo Switch, PC, PlayStation 5, Xbox Series X|S;;;;;;(0 average Grouvee user rating);
Hidden Through Time 2: Discovery;https://www.grouvee.com/games/102061-hidden-through-time-2-discovery/;May 17, 2024;Mac, Nintendo Switch, PlayStation 5, Xbox Series X|S;;;;;;(0 average Grouvee user rating);
Voyager-19;https://www.grouvee.com/games/101157-voyager-19/;May 19, 2024;PC;;;;;;(0 average Grouvee user rating);
Coffee Caravan;https://www.grouvee.com/games/102411-coffee-caravan/;May 20, 2024;PC;;;;;;(0 average Grouvee user rating);
Margoq's Lair;https://www.grouvee.com/games/102695-margoqs-lair/;May 20, 2024;PC;;;;;;(0 average Grouvee user rating);
Yolk Heroes: A Long Tamago;https://www.grouvee.com/games/102214-yolk-heroes-a-long-tamago/;May 20, 2024;PC;;;;;;(0 average Grouvee user rating);
Necromantic;https://www.grouvee.com/games/102495-necromantic/;May 22, 2024;PC;;;;;;(0 average Grouvee user rating);
C.A.R.D.S. RPG: The Misty Battlefield;https://www.grouvee.com/games/100578-cards-rpg-the-misty-battlefield/;May 23, 2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5;;;;;;(0 average Grouvee user rating);
Earth Defense Force: World Brothers 2;https://www.grouvee.com/games/97581-earth-defense-force-world-brothers-2/;May 23, 2024;Nintendo Switch, PC, PlayStation 4, PlayStation 5;;;;;;(0 average Grouvee user rating);
Get Waffles At The Store 2;https://www.grouvee.com/games/100877-get-waffles-at-the-store-2/;May 23, 2024;PC;;;;;;(0 average Grouvee user rating);
Kid Pilot;https://www.grouvee.com/games/100305-kid-pilot/;May 23, 2024;PC;;;;;;(0 average Grouvee user rating);
Starstruck Vagabond;https://www.grouvee.com/games/100238-starstruck-vagabond/;May 24, 2024;PC;;;;;;(0 average Grouvee user rating);
Yakuza Rogue: Yokohama massage parlor chapter;https://www.grouvee.com/games/102444-yakuza-rogue-yokohama-massage-parlor-chapter/;May 24, 2024;PC;;;;;;(0 average Grouvee user rating);
Final Profit: A Shop RPG;https://www.grouvee.com/games/100018-final-profit-a-shop-rpg/;May 26, 2024;PC;;;;;;(0 average Grouvee user rating);
Deep Dark Wrath;https://www.grouvee.com/games/99844-deep-dark-wrath/;May 27, 2024;Android, PC;;;;;;(0 average Grouvee user rating);
