Titre;Identifiant unique;Date de sortie;;Développeur;Editeur;Genres;Franchise;Note Moyenne;Plateformes
Connected Hearts Cost of Beauty Collectors Edition;https://www.grouvee.com/games/101759-connected-hearts-cost-of-beauty-collectors-edition/;Feb 6, 2024;;;;Adventure , Puzzle;;0;PC
WitchHand;https://www.grouvee.com/games/99079-witchhand/;Feb 7, 2024;;;;Card Game , Real-Time Strategy;;0;PC
Illang;https://www.grouvee.com/games/98336-illang/;Feb 8, 2024;;Challengers Games;Challengers Games;Puzzle , Role-Playing , Strategy;;0;Android, Nintendo Switch, PlayStation 5, Xbox Series X|S, iPhone
Monster Tiles TD: Tower Wars;https://www.grouvee.com/games/99654-monster-tiles-td-tower-wars/;Feb 11, 2024;;;;Strategy;;0;PC
Shrimp.io;https://www.grouvee.com/games/99384-shrimpio/;Feb 12, 2024;;;;Action , Strategy;;0;Amstrad CPC, Android
FROGUE;https://www.grouvee.com/games/102900-frogue/;Feb 14, 2024;;;;Action , Platformer , Puzzle;;0;PC, PlayStation 4, Xbox Series X|S
Folgore;https://www.grouvee.com/games/99628-folgore/;Feb 14, 2024;;;;Brawler;;0;PC
GENIE Reprise;https://www.grouvee.com/games/101185-genie-reprise/;Feb 14, 2024;;;eastasiasoft;Adventure , Simulation;;0;PlayStation 5, Xbox Series X|S
Clash II;https://www.grouvee.com/games/99718-clash-ii/;Feb 15, 2024;;PrimeBit Games S.A.;PrimeBit Games S.A.;Strategy;;0;PC
Maid of the Dead;https://www.grouvee.com/games/101457-maid-of-the-dead/;Feb 15, 2024;;Qureate;Arc System Works Co., Ltd. , Qureate;Action , Shoot 'Em Up , Shooter;;0;Nintendo Switch, PC
Pearls of Atlantis: The Cove;https://www.grouvee.com/games/99559-pearls-of-atlantis-the-cove/;Feb 15, 2024;;;Legacy Interactive Inc.;Puzzle;;0;PC
Shovel Pirate;https://www.grouvee.com/games/99357-shovel-pirate/;Feb 15, 2024;;Neutronized;Neutronized;Platformer;;0;PC
That's Not My Neighbor;https://www.grouvee.com/games/102189-thats-not-my-neighbor/;Feb 15, 2024;;;;;;0;PC
Yatagarasu: Enter the Eastward;https://www.grouvee.com/games/101896-yatagarasu-enter-the-eastward/;Feb 15, 2024;;PDW:Hotapen;PDW:Hotapen;Fighting;Yatagarasu;0;Arcade, PC
Christmas Stories The Legend of Toymakers Collectors Edition;https://www.grouvee.com/games/102833-christmas-stories-the-legend-of-toymakers-collectors-edition/;Feb 16, 2024;;Elephant Games;Big Fish Games;Puzzle;;0;PC
Hope is Gone;https://www.grouvee.com/games/99393-hope-is-gone/;Feb 16, 2024;;;;Horror;;0;
The Legend of Heroes: Trails of Cold Steel III / Trails of Cold Steel IV;https://www.grouvee.com/games/97928-the-legend-of-heroes-trails-of-cold-steel-iii-trails-of-cold-steel-iv/;Feb 16, 2024;;Nihon Falcom Corp.;NIS America, Inc. , NIS Europe;Compilation , Role-Playing;The Legend of Heroes , Trails;0;PlayStation 5
Night Out;https://www.grouvee.com/games/99125-night-out/;Feb 19, 2024;;;;Platformer , Puzzle;;0;PC
Xeno Runners;https://www.grouvee.com/games/102749-xeno-runners/;Feb 19, 2024;;;;Action , Driving/Racing , Platformer;;0;PC
BEASTWATCH: Meat & Mayhem;https://www.grouvee.com/games/99459-beastwatch-meat-mayhem/;Feb 20, 2024;;;;Horror;;0;PC
Ooka Ooka Adventure;https://www.grouvee.com/games/99276-ooka-ooka-adventure/;Feb 20, 2024;;;;Platformer , Puzzle;;0;PC
Plane Accident;https://www.grouvee.com/games/99149-plane-accident/;Feb 20, 2024;;;Duality Games , HeartBeat Games;Educational , Flight Simulator , Simulation;;0;PC
Geometry Survivor;https://www.grouvee.com/games/102793-geometry-survivor/;Feb 21, 2024;;;;Action;;0;PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S
Myth of Empires;https://www.grouvee.com/games/99565-myth-of-empires/;Feb 21, 2024;;;;;;0;PC
Shin-chan: Shiro and the Coal Town;https://www.grouvee.com/games/100938-shin-chan-shiro-and-the-coal-town/;Feb 22, 2024;;h.a.n.d. Inc.;Limited Run Games , Neos Corporation;Adventure;Shin Chan;0;Nintendo Switch, PC
9-Bit Armies: A Bit Too Far;https://www.grouvee.com/games/99162-9-bit-armies-a-bit-too-far/;Feb 23, 2024;;Petroglyph Games Inc.;Petroglyph Games Inc.;Real-Time Strategy;;0;PC
CHERNO;https://www.grouvee.com/games/101575-cherno/;Feb 23, 2024;;;;Action , Adventure , Horror;;0;PC
Gods Plan;https://www.grouvee.com/games/102876-gods-plan/;Feb 23, 2024;;;;Adventure , Horror , Puzzle;;0;PC
Isle of Maligree;https://www.grouvee.com/games/99173-isle-of-maligree/;Feb 23, 2024;;;;Adventure;;0;Mac, PC
Mimic Logic;https://www.grouvee.com/games/99748-mimic-logic/;Feb 23, 2024;;;;;;0;
Mystery of Melody Memorial;https://www.grouvee.com/games/98202-mystery-of-melody-memorial/;Feb 23, 2024;;Ryan Silberman;Ryan Silberman;Adventure , Music/Rhythm , Role-Playing;;0;PC
Windowkill;https://www.grouvee.com/games/101600-windowkill/;Feb 23, 2024;;;;Shoot 'Em Up;;0;PC
Spark Vs The Marshmallows;https://www.grouvee.com/games/99278-spark-vs-the-marshmallows/;Feb 25, 2024;;;;Action , Platformer;;0;PC
Gods Against Machines;https://www.grouvee.com/games/99168-gods-against-machines/;Feb 26, 2024;;;;;;0;PC
Pocket Fishing;https://www.grouvee.com/games/99163-pocket-fishing/;Feb 26, 2024;;Ultimate Games S.A.;Ultimate Games S.A.;Fishing;;0;Nintendo Switch
Alone in the crowd;https://www.grouvee.com/games/102169-alone-in-the-crowd/;Feb 27, 2024;;;;Adventure;;0;PC
Cats Love Boxes;https://www.grouvee.com/games/101554-cats-love-boxes/;Feb 28, 2024;;;;Adventure , Puzzle;;0;Linux, PC
Escape the Arcade;https://www.grouvee.com/games/100223-escape-the-arcade/;Feb 28, 2024;;Julie & Anders Bjørnskov;;Adventure , Puzzle;;0;Playdate
STAR WARS: Dark Forces Remaster;https://www.grouvee.com/games/102654-star-wars-dark-forces-remaster/;Feb 28, 2024;;;;Action , First-Person Shooter;;0;PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S
Ad Infernum;https://www.grouvee.com/games/99391-ad-infernum/;Feb 29, 2024;;Glass Knuckle Games;Glass Knuckle Games;First-Person Shooter , Horror;;0;PC
Matsukeke BURST!;https://www.grouvee.com/games/99284-matsukeke-burst/;Feb 29, 2024;;;SmileBoom;Puzzle;;0;Nintendo Switch
OLLLO;https://www.grouvee.com/games/99283-olllo/;Feb 29, 2024;;;SmileBoom;Action , Puzzle;;0;Nintendo Switch
The C64 Collection 3;https://www.grouvee.com/games/98503-the-c64-collection-3/;Feb 29, 2024;;Apex Computer Productions , Beck-Tech , First Star Software, Inc. , Graftgold Ltd. , Hewson Consultants Ltd. , K-Byte , Maniacs of Noise;Retro Games;Compilation;The C64 Collection;0;Evercade
Animals Drop;https://www.grouvee.com/games/99835-animals-drop/;Mar 1, 2024;;Zakym;Zakym;Puzzle;;0;Nintendo Switch, PlayStation 4
Corgi's Travel;https://www.grouvee.com/games/99838-corgis-travel/;Mar 1, 2024;;Nerd Games;Nerd Games;Adventure;;0;Nintendo Switch
VoxelScaper;https://www.grouvee.com/games/99356-voxelscaper/;Mar 1, 2024;;Catiger Studio;Catiger Studio;Simulation;;0;Linux, Mac, PC
Amazing Weekend Search and Relax Collectors Edition;https://www.grouvee.com/games/101368-amazing-weekend-search-and-relax-collectors-edition/;Mar 2, 2024;;;HH-Games;Puzzle;;0;PC
Return Alive;https://www.grouvee.com/games/99918-return-alive/;Mar 4, 2024;;KOG Studios;KOG Studios;Action , Shooter;;0;PC
Athena Crisis;https://www.grouvee.com/games/100985-athena-crisis/;Mar 5, 2024;;Nakazawa Tech;Null Games;Strategy;;0;Linux, Mac, PC
CRUX;https://www.grouvee.com/games/99388-crux/;Mar 5, 2024;;;;First-Person Shooter;;0;PC
S.T.A.L.K.E.R.: Legends of the Zone Trilogy;https://www.grouvee.com/games/100834-stalker-legends-of-the-zone-trilogy/;Mar 6, 2024;;GSC Game World;GSC Game World;First-Person Shooter , Role-Playing;S.T.A.L.K.E.R.;0;Nintendo Switch, PlayStation 4, Xbox One
Potions: A Curious Tale;https://www.grouvee.com/games/54525-potions-a-curious-tale/;Mar 7, 2024;;Stumbling Cat;Hawthorn Games , Stumbling Cat;Action-Adventure , Role-Playing;;0;Linux, Mac, PC
Top Racer Collection;https://www.grouvee.com/games/98144-top-racer-collection/;Mar 7, 2024;;Gremlin Interactive Ltd.;QuByte Interactive;Compilation , Driving/Racing;Top Gear;0;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S
Barbotine;https://www.grouvee.com/games/99539-barbotine/;Mar 8, 2024;;;;Horror;;0;PC
Cosmic Reach;https://www.grouvee.com/games/99294-cosmic-reach/;Mar 8, 2024;;FinalForEach Ltd.;;;;0;Linux, PC
Make It Stop!;https://www.grouvee.com/games/99181-make-it-stop/;Mar 8, 2024;;Chubby Bubble Games;Chubby Bubble Games;Shooter , Vehicular Combat;;0;PC
Summerhouse;https://www.grouvee.com/games/101499-summerhouse/;Mar 8, 2024;;;Future Friends Games;Simulation;;0;Mac, PC
Exanimum The Silent Call;https://www.grouvee.com/games/102472-exanimum-the-silent-call/;Mar 11, 2024;;;;Adventure , Horror;;0;PC
Stellar Settlers: Space Base Builder;https://www.grouvee.com/games/99569-stellar-settlers-space-base-builder/;Mar 11, 2024;;Tinymice Entertainment;Rogue Duck Interactive;Simulation , Strategy;;0;PC
CAT & ONION;https://www.grouvee.com/games/101816-cat-onion/;Mar 12, 2024;;;;;;0;PC
Avoo;https://www.grouvee.com/games/99355-avoo/;Mar 13, 2024;;;;Trivia/Board Game;;0;PC
Corbid A Colorful Adventure;https://www.grouvee.com/games/101762-corbid-a-colorful-adventure/;Mar 13, 2024;;;;Adventure , Puzzle;;0;Nintendo Switch, PC, PlayStation 4, PlayStation 5
Uootoy 3671;https://www.grouvee.com/games/99620-uootoy-3671/;Mar 13, 2024;;Mindware;Mindware;Platformer , Puzzle;;0;PC
revere;https://www.grouvee.com/games/99002-revere/;Mar 13, 2024;;RetroCloudStudios;;Adventure;;0;PC
Road to Exotics!;https://www.grouvee.com/games/100438-road-to-exotics/;Mar 14, 2024;;JGABRIB;;Action , Driving/Racing , Simulation , Sports;;0;PC
Zofia;https://www.grouvee.com/games/99354-zofia/;Mar 14, 2024;;;;Action , Role-Playing;;0;PC
Bloody Hallowfest;https://www.grouvee.com/games/99458-bloody-hallowfest/;Mar 15, 2024;;;;Horror;;0;PC
PJ Masks Power Heroes: Mighty Alliance;https://www.grouvee.com/games/101515-pj-masks-power-heroes-mighty-alliance/;Mar 15, 2024;;Petoons Studio;Outright Games;Action , Platformer;PJ Masks;0;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S
FourPoint:prologue;https://www.grouvee.com/games/102758-fourpointprologue/;Mar 19, 2024;;;;Action , Adventure;;0;PC
Slice & Dice;https://www.grouvee.com/games/102199-slice-dice/;Mar 20, 2024;;;;;;0;PC
Ex Astris;https://www.grouvee.com/games/99594-ex-astris/;Mar 21, 2024;;Hypergryph , Nous Wave Studio;Hypergryph;Adventure , Role-Playing;;0;Android, iPhone
Reverse Collapse: Code Name Bakery;https://www.grouvee.com/games/77791-reverse-collapse-code-name-bakery/;Mar 21, 2024;;Mica Team;X.D. Network Inc.;Role-Playing , Strategy;Girls Frontline;0;Android, Nintendo Switch, PC, iPhone
Thunder Helix;https://www.grouvee.com/games/100591-thunder-helix/;Mar 21, 2024;;;;Action , Flight Simulator , Simulation;;0;PC
4D Golf;https://www.grouvee.com/games/96625-4d-golf/;Mar 22, 2024;;CodeParade;;Golf , Puzzle;;0;Linux, Mac, PC
Momo and the Mine;https://www.grouvee.com/games/101061-momo-and-the-mine/;Mar 22, 2024;;Tamboril Studio;;Platformer;;0;PC
Froggo's Adventure: Verdant Venture;https://www.grouvee.com/games/101338-froggos-adventure-verdant-venture/;Mar 23, 2024;;;;Platformer;;0;PC
Town of Sins;https://www.grouvee.com/games/100384-town-of-sins/;Mar 25, 2024;;;Nutaku Publishing;Card Game;;0;PC
Animal Kart Racer 2;https://www.grouvee.com/games/101387-animal-kart-racer-2/;Mar 26, 2024;;;;Action , Driving/Racing;;0;Nintendo Switch, PC, PlayStation 4, PlayStation 5
Boomeroad;https://www.grouvee.com/games/99588-boomeroad/;Mar 26, 2024;;Bandai Namco Entertainment;Phoenixx;Action-Adventure;;0;PC
Bulwark: Falconeer Chronicles;https://www.grouvee.com/games/96976-bulwark-falconeer-chronicles/;Mar 26, 2024;;Tomas Sala;Wired Productions;Simulation , Strategy;Falconeer;0;PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S
Nottolot;https://www.grouvee.com/games/99586-nottolot/;Mar 26, 2024;;Bandai Namco Entertainment;Phoenixx;;;0;PC
Outpost: Infinity Siege;https://www.grouvee.com/games/99566-outpost-infinity-siege/;Mar 26, 2024;;;Lightning Games;Strategy;;0;PC
AutoForge;https://www.grouvee.com/games/99570-autoforge/;Mar 27, 2024;;Siege Games;Siege Games;Simulation , Strategy;;0;PC
Fancyland;https://www.grouvee.com/games/100908-fancyland/;Mar 27, 2024;;;;Horror;;0;PC
Necrosmith 2;https://www.grouvee.com/games/99564-necrosmith-2/;Mar 27, 2024;;Alawar Entertainment;Alawar Entertainment;Strategy;;0;PC
Neoproxima;https://www.grouvee.com/games/99780-neoproxima/;Mar 27, 2024;;;;Adventure , Visual Novel;;0;PC
CD 2: Trap Master;https://www.grouvee.com/games/99659-cd-2-trap-master/;Mar 28, 2024;;;;Strategy;;0;PC
Claw Machine Sim;https://www.grouvee.com/games/101670-claw-machine-sim/;Mar 28, 2024;;;;Simulation , Sports;;0;PC
Doll Impostor;https://www.grouvee.com/games/102051-doll-impostor/;Mar 28, 2024;;;;Action , Adventure , Puzzle , Strategy;;0;PC
Hunchback's Dungeon;https://www.grouvee.com/games/102663-hunchbacks-dungeon/;Mar 28, 2024;;;Digerati Distribution;Action , Role-Playing;;0;PC
Missile Dancer 2;https://www.grouvee.com/games/99264-missile-dancer-2/;Mar 28, 2024;;Terarin Games;Terarin Games;Shooter;;0;Nintendo Switch
Muv-Luv / Muv-Luv Alternative Remastered Double Pack;https://www.grouvee.com/games/100836-muv-luv-muv-luv-alternative-remastered-double-pack/;Mar 28, 2024;;ixtl;ixtl;Adventure;Muv-Luv;0;Nintendo Switch
Radirgy 2;https://www.grouvee.com/games/94369-radirgy-2/;Mar 28, 2024;;RS34;Beep Japan;Shoot 'Em Up;Radirgy;0;Nintendo Switch, PlayStation 4, PlayStation 5
Starseed: Asnia Trigger;https://www.grouvee.com/games/101905-starseed-asnia-trigger/;Mar 28, 2024;;JoyCity Entertainment;Com2Us;Role-Playing , Shooter;;0;Android, PC, iPad, iPhone
We Are Not Alone;https://www.grouvee.com/games/100709-we-are-not-alone/;Mar 28, 2024;;Stasis Booth Games;Stasis Booth Games;Adventure;;0;Linux, Mac, PC
Winning Post 10 2024;https://www.grouvee.com/games/98405-winning-post-10-2024/;Mar 28, 2024;;;Tecmo Koei Co., Ltd.;Driving/Racing;Winning Post;0;Nintendo Switch, PC, PlayStation 4, PlayStation 5
A Divine Guide To Puzzle Solving;https://www.grouvee.com/games/101120-a-divine-guide-to-puzzle-solving/;Mar 29, 2024;;;;Puzzle;;0;PC
Anidu: Animal Dust Puppet’s Adventure;https://www.grouvee.com/games/99545-anidu-animal-dust-puppets-adventure/;Mar 29, 2024;;;;Platformer , Puzzle;;0;PC
Anomaly Exit;https://www.grouvee.com/games/102182-anomaly-exit/;Mar 31, 2024;;;;Adventure , Puzzle;;0;PC
Nope Challenge;https://www.grouvee.com/games/101182-nope-challenge/;Mar 31, 2024;;Happy Manic;Happy Manic;Action , Horror;;0;Meta Quest
Centum;https://www.grouvee.com/games/99751-centum/;Apr 2024;;Hack the Publisher;Serenity Forge;Adventure;;0;PC, Xbox Series X|S
NBA Superstars;https://www.grouvee.com/games/99934-nba-superstars/;Apr 2024;;Play Mechanix;Raw Thrills;Basketball;NBA;0;Arcade
The Gecko Gods;https://www.grouvee.com/games/88296-the-gecko-gods/;Apr 2024;;Louis Waloschek;Super Rare Games;Platformer , Puzzle;;0;Nintendo Switch, PC, PlayStation 4, PlayStation 5
The Phantom;https://www.grouvee.com/games/95763-the-phantom/;Q2 2024;;;;Brawler;;0;Nintendo Switch, PC, PlayStation 5, Xbox Series X|S
Unsheltered;https://www.grouvee.com/games/96757-unsheltered/;Apr 2024;;Exponential Games;Exponential Games;Action-Adventure;;0;PC
Alone or Together;https://www.grouvee.com/games/99699-alone-or-together/;Apr 2, 2024;;;;Puzzle;;0;PC
Criminal Archives Murder in the Pages Collectors Edition;https://www.grouvee.com/games/101795-criminal-archives-murder-in-the-pages-collectors-edition/;Apr 2, 2024;;;;Adventure , Puzzle;;0;PC
Saviorless;https://www.grouvee.com/games/100307-saviorless/;Apr 2, 2024;;Empty Head Games;Dear Villagers;Action-Adventure , Platformer;;0;Linux, Mac, PC
The Genesis Order;https://www.grouvee.com/games/102562-the-genesis-order/;Apr 2, 2024;;NLT Media;;Adventure , Puzzle;;0;Linux, Mac, PC
Anonymous Hacker Simulator;https://www.grouvee.com/games/101442-anonymous-hacker-simulator/;Apr 3, 2024;;;;Simulation;;0;PC
Nudel Tag;https://www.grouvee.com/games/99596-nudel-tag/;Apr 4, 2024;;;Antoine Cherel;;;0;Linux, Mac, Nintendo Switch, PC
PuzzMix;https://www.grouvee.com/games/100982-puzzmix/;Apr 5, 2024;;Inti Creates Co., Ltd.;Inti Creates Co., Ltd.;Puzzle;;0;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S
Withering Rooms;https://www.grouvee.com/games/101498-withering-rooms/;Apr 5, 2024;;Moonless Formless;Perp Games;;;0;PC
Political Punchers: 2024 Arena;https://www.grouvee.com/games/100975-political-punchers-2024-arena/;Apr 8, 2024;;;;Fighting;;0;Mac, PC
Final Factory;https://www.grouvee.com/games/99636-final-factory/;Apr 9, 2024;;Never Games Limited;Never Games Limited;Simulation , Strategy;;0;PC
Sketchy's Contract;https://www.grouvee.com/games/99903-sketchys-contract/;Apr 9, 2024;;;;First-Person Shooter , Horror;;0;PC
Tetra Tactics;https://www.grouvee.com/games/102405-tetra-tactics/;Apr 9, 2024;;Adrian Marple , Jabari Alii , manadream;Jabari Alii;Card Game , Strategy;;0;Mac, PC
Anomaly Loop;https://www.grouvee.com/games/101427-anomaly-loop/;Apr 10, 2024;;;;Adventure , Puzzle , Simulation;;0;PC
Underspace;https://www.grouvee.com/games/102492-underspace/;Apr 10, 2024;;Pastaspace Interactive;Camlann Games;Action-Adventure;;0;PC
Yet Another Fantasy Title (YAFT);https://www.grouvee.com/games/100760-yet-another-fantasy-title-yaft/;Apr 10, 2024;;Atomic Wolf;Atomic Wolf , Games Operators;;;0;
Yet Another Fantasy Title (YAFT);https://www.grouvee.com/games/100759-yet-another-fantasy-title-yaft/;Apr 10, 2024;;Atomic Wolf;Atomic Wolf , Games Operators;;;0;
Altair Gou no Satsujin;https://www.grouvee.com/games/99595-altair-gou-no-satsujin/;Apr 11, 2024;;;Orange inc.;Adventure;;0;Android, Nintendo Switch, PlayStation 4, PlayStation 5, iPhone
Bomber Drone;https://www.grouvee.com/games/100532-bomber-drone/;Apr 11, 2024;;;;Action;;0;Meta Quest
Case Files: Behind Closed Doors;https://www.grouvee.com/games/101605-case-files-behind-closed-doors/;Apr 11, 2024;;Think Ten Media Group;Think Ten Media Group;Adventure;Case Files;0;PC, PlayStation 4
Cat Gets Medieval;https://www.grouvee.com/games/99700-cat-gets-medieval/;Apr 11, 2024;;LetMeowt Games LLC;LetMeowt Games LLC;Action , Role-Playing;;0;PC
Self Defense Dojo;https://www.grouvee.com/games/102443-self-defense-dojo/;Apr 11, 2024;;;;Simulation;;0;PC
Sophia the Traveler;https://www.grouvee.com/games/99351-sophia-the-traveler/;Apr 11, 2024;;Memo Gogo;Thermite Games;Puzzle;;0;Nintendo Switch, PC
Persona 5: The Phantom X;https://www.grouvee.com/games/98871-persona-5-the-phantom-x/;Apr 12, 2024;;Black Wings Game Studio , P Studio;Perfect World;Role-Playing;Persona , Persona 5 , Shin Megami Tensei;0;Android, PC, iPhone
one hell of a maid;https://www.grouvee.com/games/101366-one-hell-of-a-maid/;Apr 15, 2024;;;;Adventure , Horror;;0;PC
BIG SHOTS;https://www.grouvee.com/games/100530-big-shots/;Apr 18, 2024;;;MyDearest Inc.;Action;;0;Meta Quest, PC, PlayStation 5
Sunsoft is Back! Retro Game Selection;https://www.grouvee.com/games/99603-sunsoft-is-back-retro-game-selection/;Apr 18, 2024;;SunSoft;Red Art Games , SunSoft;Compilation;;0;Nintendo Switch, PC, PlayStation 5, Xbox Series X|S
ColorBlend FX: Desaturation;https://www.grouvee.com/games/80976-colorblend-fx-desaturation/;Apr 19, 2024;;Pi-Dev Bulgaria;;Action-Adventure , Platformer , Puzzle;;0;PC
Black Cotton: Wuneng;https://www.grouvee.com/games/101479-black-cotton-wuneng/;Apr 20, 2024;;Wěi Jiān;Game Equation Studio;Action , Role-Playing;;0;PC
Destination Paradise;https://www.grouvee.com/games/102382-destination-paradise/;Apr 20, 2024;;Seven Sails;Seven Sails;Puzzle;;0;Mac, PC, PlayStation 5
Forest Keeper;https://www.grouvee.com/games/102723-forest-keeper/;Apr 22, 2024;;;;Action , First-Person Shooter , Shooter;;0;PC
Jawbreaker;https://www.grouvee.com/games/102643-jawbreaker/;Apr 23, 2024;;;;Action , Horror;;0;PC
Dr. Robotnik's Ring Racers;https://www.grouvee.com/games/102609-dr-robotniks-ring-racers/;Apr 24, 2024;;Kart Krew;;Driving/Racing;;0;Linux, Mac, PC
Oddsparks: An Automation Adventure;https://www.grouvee.com/games/101696-oddsparks-an-automation-adventure/;Apr 24, 2024;;Massive Miniteam;HandyGames;Strategy;;0;PC
Puss in Boots: Purrfect Adventures;https://www.grouvee.com/games/101477-puss-in-boots-purrfect-adventures/;Apr 24, 2024;;Demenci Games;Demenci Games;Platformer;;0;Nintendo Switch
